epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,2571.13,0.79538,0.52256,1.01234,0.98773,1,0.99478,0.83223,0.65744,0.43798,0.89689,0.00134,0.00134,0.00134
22,2702.53,0.76842,0.50369,0.99794,1,0.99881,0.995,0.83799,0.60212,0.40343,0.8742,0.001307,0.001307,0.001307
23,2824.71,0.77348,0.50798,1.01257,0.95764,1,0.99125,0.8468,0.55328,0.43182,0.85803,0.001274,0.001274,0.001274
24,2945.97,0.73502,0.49148,0.99302,0.99906,1,0.995,0.86018,0.58025,0.41384,0.90596,0.001241,0.001241,0.001241
25,3066.19,0.71584,0.48299,0.98847,0.99935,1,0.995,0.86084,0.56892,0.39496,0.87779,0.001208,0.001208,0.001208
26,3186.8,0.70157,0.48067,0.98064,0.99898,1,0.995,0.89249,0.45628,0.3725,0.83314,0.001175,0.001175,0.001175
27,3306,0.70108,0.4706,0.98687,0.99919,1,0.995,0.88362,0.51832,0.36046,0.83892,0.001142,0.001142,0.001142
28,3422.96,0.69142,0.46838,0.97529,0.99902,1,0.995,0.89543,0.44275,0.34931,0.83452,0.001109,0.001109,0.001109
29,3544.93,0.69143,0.45455,0.98896,0.99865,1,0.995,0.90451,0.43211,0.35947,0.84577,0.001076,0.001076,0.001076
30,3671.18,0.68156,0.45896,0.96634,0.99682,1,0.995,0.90808,0.39846,0.33608,0.82796,0.001043,0.001043,0.001043
31,3795.52,0.6527,0.44066,0.96851,0.99875,1,0.995,0.91801,0.3967,0.32367,0.83093,0.00101,0.00101,0.00101
32,3915.45,0.64819,0.4409,0.97117,0.99931,1,0.995,0.91605,0.38105,0.32213,0.81836,0.000977,0.000977,0.000977
33,4041.57,0.65155,0.4393,0.96489,0.99933,1,0.995,0.91227,0.39465,0.31056,0.81058,0.000944,0.000944,0.000944
34,4167.12,0.65882,0.4464,0.96267,0.99932,1,0.995,0.91623,0.40943,0.32078,0.81395,0.000911,0.000911,0.000911
35,4298.58,0.63468,0.42726,0.9552,0.9988,1,0.995,0.94009,0.34546,0.29956,0.80087,0.000878,0.000878,0.000878
36,4431.2,0.58715,0.39627,0.92834,0.99853,1,0.995,0.91264,0.40964,0.3143,0.81091,0.000845,0.000845,0.000845
37,4588.97,0.60219,0.40462,0.94136,0.99841,1,0.995,0.91921,0.37761,0.30647,0.8079,0.000812,0.000812,0.000812
38,4744.24,0.56573,0.38813,0.92187,0.99903,1,0.995,0.93027,0.3591,0.28709,0.80553,0.000779,0.000779,0.000779
39,4900.47,0.57166,0.38626,0.92947,0.99926,1,0.995,0.94344,0.33033,0.27592,0.80539,0.000746,0.000746,0.000746
40,5067.42,0.57817,0.37936,0.93031,0.99919,1,0.995,0.94228,0.32711,0.28055,0.80762,0.000713,0.000713,0.000713
41,5224.27,0.53886,0.37624,0.92683,0.99893,1,0.995,0.943,0.34553,0.27509,0.81149,0.00068,0.00068,0.00068
42,5387.33,0.55707,0.37192,0.93201,0.99886,1,0.995,0.93812,0.32498,0.26737,0.80044,0.000647,0.000647,0.000647
43,5537.83,0.54801,0.36513,0.9243,0.99834,1,0.995,0.95544,0.29189,0.26623,0.79334,0.000614,0.000614,0.000614
44,5695.33,0.51859,0.35718,0.91762,0.99794,1,0.995,0.96488,0.27632,0.25679,0.79195,0.000581,0.000581,0.000581
45,5854.08,0.53602,0.36595,0.9323,0.99927,1,0.995,0.97754,0.26363,0.25498,0.78781,0.000548,0.000548,0.000548
46,6014.52,0.52054,0.36409,0.92457,0.99935,1,0.995,0.95511,0.28328,0.24557,0.7931,0.000515,0.000515,0.000515
47,6174.39,0.51053,0.3529,0.92022,0.99933,1,0.995,0.96362,0.2726,0.24473,0.79162,0.000482,0.000482,0.000482
48,6327.57,0.50836,0.34922,0.9208,0.99936,1,0.995,0.96476,0.28314,0.23831,0.79,0.000449,0.000449,0.000449
49,6479.03,0.51885,0.3582,0.9205,0.99937,1,0.995,0.96472,0.26046,0.24049,0.78807,0.000416,0.000416,0.000416
50,6626.42,0.48679,0.33889,0.9135,0.99939,1,0.995,0.97219,0.25109,0.22824,0.78273,0.000383,0.000383,0.000383
